launch_date,brand,model,height_mm,brand_color
2014-07-01,Nokia,Lumia 530 Dual SIM,119.7,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-07-01,Nokia,Lumia 530,119.7,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-06-01,Nokia,X2 Dual SIM,121.7,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-04-01,Nokia,225,124,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-04-01,Nokia,225 Dual SIM,124,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-04-01,Nokia,Lumia 930,137,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-04-01,Nokia,Lumia 635,129.5,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-04-01,Nokia,Lumia 630 Dual SIM,129.5,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-04-01,Nokia,Lumia 630,129.5,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-02-01,Nokia,XL,141.4,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-02-01,Nokia,X+,115.5,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-02-01,Nokia,X,115.5,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-02-01,Nokia,Asha 230,99.5,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-02-01,Nokia,220,116.4,"rgba( 0 ,  151 ,  213 , 0.2)"
2014-02-01,Nokia,Lumia Icon,137,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-11-01,Nokia,Lumia 525,119.9,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-10-01,Nokia,Lumia 1520,162.8,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-10-01,Nokia,Lumia 1320,164.2,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-10-01,Nokia,Lumia 2520,267,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-10-01,Nokia,Asha 503 Dual SIM,102.6,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-10-01,Nokia,Asha 503,102.6,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-10-01,Nokia,Asha 502 Dual SIM,99.6,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-10-01,Nokia,Asha 500 Dual SIM,100.3,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-10-01,Nokia,Asha 500,100.3,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-09-01,Nokia,108 Dual SIM,110.4,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-08-01,Nokia,515,114,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-08-01,Nokia,107 Dual SIM,112.9,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-08-01,Nokia,106,112.9,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-07-01,Nokia,Lumia 625,133.3,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-07-01,Nokia,Lumia 1020,130.4,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-07-01,Nokia,208,114.2,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-07-01,Nokia,207,114.2,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-05-01,Nokia,Lumia 925,129,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-04-01,Nokia,Lumia 928,133,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-05-01,Nokia,Asha 501,99.2,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-04-01,Nokia,Asha 210,111.5,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-02-01,Nokia,Lumia 720,127.9,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-02-01,Nokia,Lumia 520,119.9,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-02-01,Nokia,301,114,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-02-01,Nokia,105,107,"rgba( 0 ,  151 ,  213 , 0.2)"
2013-02-01,Nokia,Asha 310,109.9,"rgba( 0 ,  151 ,  213 , 0.2)"
2012-12-01,Nokia,Lumia 505,118.1,"rgba( 0 ,  151 ,  213 , 0.2)"
2012-12-01,Nokia,Lumia 620,115.4,"rgba( 0 ,  151 ,  213 , 0.2)"
2012-11-01,Nokia,114,110,"rgba( 0 ,  151 ,  213 , 0.2)"
2012-11-01,Nokia,206,116,"rgba( 0 ,  151 ,  213 , 0.2)"
2012-11-01,Nokia,Asha 205,112.8,"rgba( 0 ,  151 ,  213 , 0.2)"
2012-11-01,Nokia,109,110,"rgba( 0 ,  151 ,  213 , 0.2)"
2012-10-01,Nokia,Lumia 822,127.8,"rgba( 0 ,  151 ,  213 , 0.2)"
2012-10-01,Nokia,Lumia 510,120.7,"rgba( 0 ,  151 ,  213 , 0.2)"
2012-10-01,Nokia,Lumia 810,127.8,"rgba( 0 ,  151 ,  213 , 0.2)"
2005-10-01,Sagem,my302X,105,"rgba( 0 ,  0 ,  255 , 0.2)"
2005-10-01,Sagem,my301X,105,"rgba( 0 ,  0 ,  255 , 0.2)"
2005-10-01,Sagem,my300X,105,"rgba( 0 ,  0 ,  255 , 0.2)"
2006-02-01,Sagem,my150X,107,"rgba( 0 ,  0 ,  255 , 0.2)"
2005-06-01,Sagem,VS4,111,"rgba( 0 ,  0 ,  255 , 0.2)"
2005-01-01,Sagem,MY X6-2,110,"rgba( 0 ,  0 ,  255 , 0.2)"
2004-07-01,Sagem,MY X-8,115,"rgba( 0 ,  0 ,  255 , 0.2)"
2004-01-01,Sagem,MY S-7,110,"rgba( 0 ,  0 ,  255 , 0.2)"
2010-02-01,Sagem,Puma Phone,102,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-09-01,Sagem,my421z,97,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my855c,96,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my750x,108,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my721z,106,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my721x,112,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my519x,108,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-07-01,Sagem,my521x,107,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my419x,106,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my429x,106,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my421x,107,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-10-01,Sagem,P9522 Porsche,112,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-10-01,Sagem,P9521 Porsche,91.5,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-10-01,Sagem,my730c,96,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my411c,91,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my312x,109,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my234x,106,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my231x,106,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my230x,106,"rgba( 0 ,  0 ,  255 , 0.2)"
2008-02-01,Sagem,my220x,107,"rgba( 0 ,  0 ,  255 , 0.2)"
2007-03-01,Sagem,my901C,90,"rgba( 0 ,  0 ,  255 , 0.2)"
2006-03-01,Sagem,my850C,96,"rgba( 0 ,  0 ,  255 , 0.2)"
2006-09-01,Sagem,my600X,110,"rgba( 0 ,  0 ,  255 , 0.2)"
2006-10-01,Sagem,my600V,110,"rgba( 0 ,  0 ,  255 , 0.2)"
2007-09-01,Sagem,my511X,107,"rgba( 0 ,  0 ,  255 , 0.2)"
2006-03-01,Sagem,my501X,100,"rgba( 0 ,  0 ,  255 , 0.2)"
2006-08-01,Sagem,my501C,93,"rgba( 0 ,  0 ,  255 , 0.2)"
2006-06-01,Qtek,9600,113,"rgba( 0 ,  120 ,  193 , 0.2)"
2006-06-01,Qtek,8600,112.4,"rgba( 0 ,  120 ,  193 , 0.2)"
2006-03-01,Qtek,A9100,108,"rgba( 0 ,  120 ,  193 , 0.2)"
2006-02-01,Qtek,8500,98.5,"rgba( 0 ,  120 ,  193 , 0.2)"
2005-10-01,Qtek,S200,108.8,"rgba( 0 ,  120 ,  193 , 0.2)"
2005-08-01,Qtek,9000,131,"rgba( 0 ,  120 ,  193 , 0.2)"
2005-08-01,Qtek,8310,107.5,"rgba( 0 ,  120 ,  193 , 0.2)"
2005-08-01,Qtek,8300,107.5,"rgba( 0 ,  120 ,  193 , 0.2)"
2005-07-01,Qtek,9100,109,"rgba( 0 ,  120 ,  193 , 0.2)"
2005-01-01,Qtek,8100,107,"rgba( 0 ,  120 ,  193 , 0.2)"
2005-04-01,Qtek,S110,108,"rgba( 0 ,  120 ,  193 , 0.2)"
2004-10-01,Qtek,S100,108,"rgba( 0 ,  120 ,  193 , 0.2)"
2004-07-01,Qtek,9090,125,"rgba( 0 ,  120 ,  193 , 0.2)"
2004-07-01,Qtek,8020,107,"rgba( 0 ,  120 ,  193 , 0.2)"
2004-04-01,Qtek,8010,107,"rgba( 0 ,  120 ,  193 , 0.2)"
2004-04-01,Qtek,2020i,130,"rgba( 0 ,  120 ,  193 , 0.2)"
2004-04-01,Qtek,2020,130,"rgba( 0 ,  120 ,  193 , 0.2)"
2004-01-01,Qtek,8080,120,"rgba( 0 ,  120 ,  193 , 0.2)"
2004-01-01,Qtek,8060,120,"rgba( 0 ,  120 ,  193 , 0.2)"
2003-01-01,Qtek,1010,129,"rgba( 0 ,  120 ,  193 , 0.2)"
2004-01-01,Qtek,7070,120,"rgba( 0 ,  120 ,  193 , 0.2)"
2004-07-01,Mitsubishi,M430i/M900,105,"rgba( 0 ,  0 ,  0 , 0.2)"
2015-10-01,OnePlus,X,140,"rgba( 234 ,  12 ,  38 , 0.2)"
2015-07-01,OnePlus,2,151.8,"rgba( 234 ,  12 ,  38 , 0.2)"
2014-04-01,OnePlus,One,152.9,"rgba( 234 ,  12 ,  38 , 0.2)"
2015-12-01,vivo,Y51,143.8,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-11-01,vivo,X6,147.9,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-11-01,vivo,X6Plus,158.4,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-07-01,vivo,V1,143.3,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-08-01,vivo,Y15S,131.4,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-08-01,vivo,V1 Max,154,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-09-01,vivo,Y31,137.2,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-07-01,vivo,Y35,143.3,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-08-01,vivo,Y37,154,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-06-01,vivo,X5Max Platinum Edition,153.9,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-05-01,vivo,X5Pro,147.9,"rgba( 0 ,  149 ,  218 , 0.2)"
2015-03-01,vivo,X5Max+,153.9,"rgba( 0 ,  149 ,  218 , 0.2)"
2014-12-01,vivo,X5Max,153.9,"rgba( 0 ,  149 ,  218 , 0.2)"
2014-10-01,vivo,Y11,123,"rgba( 0 ,  149 ,  218 , 0.2)"
2014-01-01,vivo,X5,143.3,"rgba( 0 ,  149 ,  218 , 0.2)"
2013-01-01,vivo,Xplay3S,158.2,"rgba( 0 ,  149 ,  218 , 0.2)"
2014-01-01,vivo,Xshot,146.5,"rgba( 0 ,  149 ,  218 , 0.2)"
2014-01-01,vivo,X3S,143.3,"rgba( 0 ,  149 ,  218 , 0.2)"
2014-12-01,vivo,Y28,137.4,"rgba( 0 ,  149 ,  218 , 0.2)"
2014-12-01,vivo,Y27,136.9,"rgba( 0 ,  149 ,  218 , 0.2)"
2013-01-01,vivo,Y22,130.5,"rgba( 0 ,  149 ,  218 , 0.2)"
2013-01-01,vivo,Y15,131.4,"rgba( 0 ,  149 ,  218 , 0.2)"
2012-01-01,Icemobile,Fuego,88.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-12-01,Icemobile,Hurricane II,111.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-10-01,Icemobile,Sol,96.2,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-10-01,Icemobile,Twister,111.3,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-10-01,Icemobile,Wave,111,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-09-01,Icemobile,Tornado II,107,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-08-01,Icemobile,Storm,106.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-05-01,Icemobile,Clima II,108.6,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-08-01,Icemobile,Flurry II,98,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-06-01,Icemobile,Shine,112,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-04-01,Icemobile,Crystal,111.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-06-01,Icemobile,Comet II,111.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-06-01,Icemobile,Viento II,100,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-06-01,Icemobile,Rock,109.7,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-05-01,Icemobile,Tropical,108.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-05-01,Icemobile,Tropical II,99,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-04-01,Icemobile,Rainbow II,109,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-01-01,Icemobile,Rainbow,109.7,"rgba( 127 ,  182 ,  247 , 0.2)"
2010-12-01,Icemobile,Twilight,88,"rgba( 127 ,  182 ,  247 , 0.2)"
2015-09-01,Icemobile,G8,190,"rgba( 127 ,  182 ,  247 , 0.2)"
2015-02-01,Icemobile,Prime 5.0 Plus,125,"rgba( 127 ,  182 ,  247 , 0.2)"
2015-02-01,Icemobile,Prime 5.0,142,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-01-01,Icemobile,Gravity 4.0,140.4,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-01-01,Icemobile,Rock 2.4,120,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-08-01,Icemobile,Prime 5.5,152.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-07-01,Icemobile,Prime 3.5,119.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-05-01,Icemobile,Prime 4.0,124,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-02-01,Icemobile,Apollo Touch 3G,110.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-02-01,Icemobile,Apollo 3G,110.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-01-01,Icemobile,G7 Pro,197.6,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-01-01,Icemobile,G3,194,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-01-01,Icemobile,Prime 4.5,133.5,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-01-01,Icemobile,Charm II,100,"rgba( 127 ,  182 ,  247 , 0.2)"
2014-01-01,Icemobile,G10,246,"rgba( 127 ,  182 ,  247 , 0.2)"
2013-01-01,Icemobile,Gravity Pro,139.7,"rgba( 127 ,  182 ,  247 , 0.2)"
2013-11-01,Icemobile,Sol III,128,"rgba( 127 ,  182 ,  247 , 0.2)"
2013-01-01,Icemobile,Hydro,114,"rgba( 127 ,  182 ,  247 , 0.2)"
2013-01-01,Icemobile,Rock Bold,103.2,"rgba( 127 ,  182 ,  247 , 0.2)"
2013-07-01,Icemobile,G2,195,"rgba( 127 ,  182 ,  247 , 0.2)"
2013-01-01,Icemobile,Gprime Extreme,143,"rgba( 127 ,  182 ,  247 , 0.2)"
2013-04-01,Icemobile,G7,195,"rgba( 127 ,  182 ,  247 , 0.2)"
2011-11-01,Icemobile,Tropical 3,103,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-11-01,Icemobile,Quattro,104,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-10-01,Icemobile,Prime Plus,141.6,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-10-01,Icemobile,Submarine,119,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-10-01,Icemobile,Charm,92,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-08-01,Icemobile,Sol II,101,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-08-01,Icemobile,Diamond Dust,115,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-05-01,Icemobile,Blizzard,106.3,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-05-01,Icemobile,Rock Lite,108,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-05-01,Icemobile,Cenior,110,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-04-01,Icemobile,Acqua,120,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-03-01,Icemobile,Rock Mini,103.2,"rgba( 127 ,  182 ,  247 , 0.2)"
2012-01-01,Icemobile,Twilight II,100,"rgba( 127 ,  182 ,  247 , 0.2)"
2013-09-01,Samsung,Galaxy Gear,56.6,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-08-01,Samsung,Galaxy S5 LTE-A G901F,142,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-08-01,Samsung,Galaxy Alpha (S801),132.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-08-01,Samsung,Galaxy Alpha,132.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-08-01,Samsung,Galaxy S5 mini Duos,131.1,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-07-01,Samsung,Galaxy Avant,132.9,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-08-01,Samsung,Galaxy S Duos 3,121.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-05-01,Samsung,Guru Music 2,112.7,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-05-01,Samsung,Metro 312,112.7,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-07-01,Samsung,Galaxy Ace NXT,121.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2015-07-01,Samsung,Galaxy Tab 4 8.0 (2015),210,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-07-01,Samsung,Galaxy Star 2 Plus,129.7,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy S5 mini,131.1,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy Ace 4 LTE G313,121.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy Ace 4,121.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy Young 2,109.8,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy Star 2,109.8,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy Core II,130.3,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy S5 Sport,144,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy S5 LTE-A G906S,142,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy Tab S 8.4 LTE,212.8,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy Tab S 8.4,212.8,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy Tab S 10.5 LTE,247.3,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy Tab S 10.5,247.3,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy Core Lite LTE,133.1,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,I9301I Galaxy S3 Neo,136.6,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy W,191.8,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Z,138.2,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-05-01,Samsung,Galaxy S5 Active,145.3,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy K zoom,137.5,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Beam2,134.5,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,I9300I Galaxy S3 Neo,136.6,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Ace Style,121.2,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,ATIV SE,137.7,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Tab 4 7.0,186.9,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Tab 4 7.0 3G,186.9,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Tab 4 7.0 LTE,186.9,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Tab 4 8.0,210,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Tab 4 8.0 3G,210,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Tab 4 8.0 LTE,210,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Tab 4 10.1,243.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Tab 4 10.1 3G,243.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-04-01,Samsung,Galaxy Tab 4 10.1 LTE,243.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-03-01,Samsung,G3812B Galaxy S3 Slim,133,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-03-01,Samsung,I8200 Galaxy S III mini VE,121.6,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-06-01,Samsung,Galaxy S5 Duos,142,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-03-01,Samsung,Galaxy S5 (octa-core),142,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-02-01,Samsung,Galaxy S5 CDMA,142,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-02-01,Samsung,Galaxy S5,142,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-11-01,Samsung,Galaxy Core LTE G386W,132.9,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-02-01,Samsung,Galaxy Core LTE,132.9,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-02-01,Samsung,S5611,118.9,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,E1272,95,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-02-01,Samsung,Galaxy Star Trios S5283,106,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Note 3 Neo Duos,148.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Note 3 Neo,148.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Tab 3 Lite 7.0 3G,193.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Tab 3 Lite 7.0,193.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Grand Neo,143.7,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Note Pro 12.2 LTE,295.6,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Note Pro 12.2 3G,295.5,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Note Pro 12.2,295.6,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Tab Pro 12.2 LTE,295.6,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Tab Pro 12.2 3G,295.6,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Tab Pro 12.2,295.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Tab Pro 10.1 LTE,243.1,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Tab Pro 10.1,243.1,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Tab Pro 8.4 3G/LTE,219,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Tab Pro 8.4,219,"rgba( 64 ,  54 ,  132 , 0.2)"
2014-01-01,Samsung,Galaxy Camera 2 GC200,132.5,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-12-01,Samsung,Galaxy Core Advance,133.3,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-12-01,Samsung,Galaxy S4 Active LTE-A,139.7,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-12-01,Samsung,Galaxy J,137,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-12-01,Samsung,Galaxy Win Pro G3812,132.7,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-11-01,Samsung,Galaxy S Duos 2 S7582,121.5,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-11-01,Samsung,Galaxy Grand 2,146.8,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,I9230 Galaxy Golden,118,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,Galaxy Express 2,132.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,C3590,100.9,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-07-01,Samsung,I9506 Galaxy S4,136.6,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,Galaxy Light,121.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,Galaxy Round G910S,151.1,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,Galaxy Fresh S7390,121.5,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,Galaxy Core Plus,129.7,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,Galaxy Fame Lite Duos S6792L,113.2,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,Galaxy Fame Lite S6790,113.2,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-10-01,Samsung,Galaxy Star Pro S7260,121.2,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-09-01,Samsung,Galaxy Note 10.1 (2014 Edition),243.1,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-09-01,Samsung,Galaxy Note 3,151.2,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-07-01,Samsung,Ch@t 333,112.1,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-07-01,Samsung,Galaxy Prevail 2,122,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-07-01,Samsung,Gravity Q T289,112.5,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-06-01,Samsung,ATIV S Neo,135.4,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-06-01,Samsung,Galaxy S4 zoom,125.5,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-01-01,Samsung,Galaxy S II TV,121.2,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-06-01,Samsung,Galaxy Ace 3,121.2,"rgba( 64 ,  54 ,  132 , 0.2)"
2013-05-01,Samsung,I9190 Galaxy S4 mini,124.6,"rgba( 64 ,  54 ,  132 , 0.2)"
