launch_date,brand,model,height_mm,brand_color
2008-06-01,Gigabyte,GSmart MS820,116,"rgba( 237 ,  197 ,  197 , 0.2)"
2008-02-01,Gigabyte,GSmart MW998,110.5,"rgba( 237 ,  197 ,  197 , 0.2)"
2008-02-01,Gigabyte,GSmart MS800,116,"rgba( 237 ,  197 ,  197 , 0.2)"
2008-02-01,Gigabyte,GSmart MW700,116,"rgba( 237 ,  197 ,  197 , 0.2)"
2007-06-01,Gigabyte,GSmart i350,110,"rgba( 237 ,  197 ,  197 , 0.2)"
2007-02-01,Gigabyte,GSmart q60,111,"rgba( 237 ,  197 ,  197 , 0.2)"
2007-02-01,Gigabyte,GSmart t600,110,"rgba( 237 ,  197 ,  197 , 0.2)"
2006-12-01,Gigabyte,GSmart i120,106.6,"rgba( 237 ,  197 ,  197 , 0.2)"
2006-04-01,Gigabyte,GSmart i300,102.5,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-01-01,Gigabyte,GSmart 2005,109,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-01-01,Gigabyte,GSmart i,106.2,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-01-01,Gigabyte,GSmart i (128),106.6,"rgba( 237 ,  197 ,  197 , 0.2)"
2006-01-01,Gigabyte,g-YoYo,99.7,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-01-01,Gigabyte,g-Cam,105,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-12-01,Gigabyte,Barbie,96.7,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-01-01,Gigabyte,g-re (b),96.7,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-01-01,Gigabyte,g-re (o),96.7,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-01-01,Gigabyte,Snoopy,96.7,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-01-01,Gigabyte,Keroro,96.7,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-01-01,Gigabyte,Doraemon,96.7,"rgba( 237 ,  197 ,  197 , 0.2)"
2005-09-01,Gigabyte,g-X5,96.7,"rgba( 237 ,  197 ,  197 , 0.2)"
2015-10-01,Gigabyte,GSmart Essence 4,124,"rgba( 237 ,  197 ,  197 , 0.2)"
2015-10-01,Gigabyte,GSmart Classic Lite,143,"rgba( 237 ,  197 ,  197 , 0.2)"
2015-10-01,Gigabyte,GSmart Essence,134,"rgba( 237 ,  197 ,  197 , 0.2)"
2015-10-01,Gigabyte,GSmart Classic,145,"rgba( 237 ,  197 ,  197 , 0.2)"
2015-01-01,Gigabyte,GSmart Guru GX,139,"rgba( 237 ,  197 ,  197 , 0.2)"
2015-01-01,Gigabyte,GSmart Mika MX,143,"rgba( 237 ,  197 ,  197 , 0.2)"
2015-01-01,Gigabyte,GSmart Roma RX,142,"rgba( 237 ,  197 ,  197 , 0.2)"
2014-11-01,Gigabyte,GSmart Akta A4,147,"rgba( 237 ,  197 ,  197 , 0.2)"
2014-10-01,Gigabyte,GSmart Mika M3,144,"rgba( 237 ,  197 ,  197 , 0.2)"
2014-08-01,Gigabyte,GSmart GX2,146.5,"rgba( 237 ,  197 ,  197 , 0.2)"
2014-08-01,Gigabyte,GSmart Guru (White Edition),147,"rgba( 237 ,  197 ,  197 , 0.2)"
2014-07-01,Gigabyte,GSmart T4 (Lite Edition),124.5,"rgba( 237 ,  197 ,  197 , 0.2)"
2014-07-01,Gigabyte,GSmart Arty A3,145,"rgba( 237 ,  197 ,  197 , 0.2)"
2014-06-01,Gigabyte,GSmart Mika M2,145,"rgba( 237 ,  197 ,  197 , 0.2)"
2014-04-01,Gigabyte,GSmart T4,126,"rgba( 237 ,  197 ,  197 , 0.2)"
2014-04-01,Gigabyte,GSmart Saga S3,168,"rgba( 237 ,  197 ,  197 , 0.2)"
2014-03-01,Gigabyte,GSmart Rey R3,136,"rgba( 237 ,  197 ,  197 , 0.2)"
2013-07-01,Gigabyte,GSmart Aku A1,136,"rgba( 237 ,  197 ,  197 , 0.2)"
2013-07-01,Gigabyte,GSmart Tuku T2,124,"rgba( 237 ,  197 ,  197 , 0.2)"
2013-06-01,Gigabyte,GSmart Maya M1 v2,136,"rgba( 237 ,  197 ,  197 , 0.2)"
2013-06-01,Gigabyte,GSmart Sierra S1,145.5,"rgba( 237 ,  197 ,  197 , 0.2)"
2013-06-01,Gigabyte,GSmart Simba SX1,144,"rgba( 237 ,  197 ,  197 , 0.2)"
2013-04-01,Gigabyte,GSmart Maya M1,136,"rgba( 237 ,  197 ,  197 , 0.2)"
2013-04-01,Gigabyte,GSmart Rio R1,124.2,"rgba( 237 ,  197 ,  197 , 0.2)"
2012-12-01,Gigabyte,GSmart GS202,130.5,"rgba( 237 ,  197 ,  197 , 0.2)"
2012-08-01,Gigabyte,GSmart G1362,132.5,"rgba( 237 ,  197 ,  197 , 0.2)"
2012-02-01,Gigabyte,GSmart G1355,129.8,"rgba( 237 ,  197 ,  197 , 0.2)"
2011-04-01,Gigabyte,GSmart G1345,120,"rgba( 237 ,  197 ,  197 , 0.2)"
2011-01-01,Gigabyte,GSmart G1342 Houston,121,"rgba( 237 ,  197 ,  197 , 0.2)"
2011-01-01,Gigabyte,GSmart M3447,110,"rgba( 237 ,  197 ,  197 , 0.2)"
2011-01-01,Gigabyte,GSmart G1310,113.5,"rgba( 237 ,  197 ,  197 , 0.2)"
2010-11-01,Gigabyte,GSmart G1317 Rola,113.5,"rgba( 237 ,  197 ,  197 , 0.2)"
2011-10-01,Gigabyte,GSmart G1315 Skate,113.5,"rgba( 237 ,  197 ,  197 , 0.2)"
2010-03-01,Gigabyte,GSmart S1205,110.6,"rgba( 237 ,  197 ,  197 , 0.2)"
2010-04-01,Gigabyte,GSmart G1305 Boston,116,"rgba( 237 ,  197 ,  197 , 0.2)"
2009-07-01,Gigabyte,GSmart MS802,117,"rgba( 237 ,  197 ,  197 , 0.2)"
2009-07-01,Gigabyte,GSmart MW702,117,"rgba( 237 ,  197 ,  197 , 0.2)"
2016-01-01,Coolpad,Porto S,143,"rgba( 0 ,  78 ,  147 , 0.2)"
2016-01-01,Coolpad,Torino S,139,"rgba( 0 ,  78 ,  147 , 0.2)"
2016-01-01,Coolpad,Note 3 Lite,140.8,"rgba( 0 ,  78 ,  147 , 0.2)"
2015-11-01,Coolpad,Roar,133,"rgba( 0 ,  78 ,  147 , 0.2)"
2015-10-01,Coolpad,Note 3,151,"rgba( 0 ,  78 ,  147 , 0.2)"
2015-10-01,Coolpad,Shine,153,"rgba( 0 ,  78 ,  147 , 0.2)"
2015-08-01,Coolpad,Modena,153,"rgba( 0 ,  78 ,  147 , 0.2)"
2015-08-01,Coolpad,Porto,139,"rgba( 0 ,  78 ,  147 , 0.2)"
2009-11-01,Vodafone,840,106,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-11-01,Vodafone,541,96,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-11-01,Vodafone,540,109,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-11-01,Vodafone,340,109,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-09-01,Vodafone,360 H1,115.9,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-09-01,Vodafone,360 M1,112,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-09-01,Vodafone,533 Crystal,98.5,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-06-01,Vodafone,1231,113,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-03-01,Vodafone,V-X760,93,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-07-01,Vodafone,Indie,88.5,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-04-01,Vodafone,235,103.5,"rgba( 229 ,  37 ,  57 , 0.2)"
2009-02-01,Vodafone,533,98.5,"rgba( 229 ,  37 ,  57 , 0.2)"
2008-09-01,Vodafone,526,107,"rgba( 229 ,  37 ,  57 , 0.2)"
2008-10-01,Vodafone,332,105,"rgba( 229 ,  37 ,  57 , 0.2)"
2008-10-01,Vodafone,231,105,"rgba( 229 ,  37 ,  57 , 0.2)"
2007-05-01,Vodafone,1210,108,"rgba( 229 ,  37 ,  57 , 0.2)"
2008-05-01,Vodafone,725,108.5,"rgba( 229 ,  37 ,  57 , 0.2)"
2007-12-01,Vodafone,810,98,"rgba( 229 ,  37 ,  57 , 0.2)"
2008-02-01,Vodafone,716,104,"rgba( 229 ,  37 ,  57 , 0.2)"
2008-03-01,Vodafone,527,107,"rgba( 229 ,  37 ,  57 , 0.2)"
2007-12-01,Vodafone,511,106.9,"rgba( 229 ,  37 ,  57 , 0.2)"
2006-10-01,Vodafone,710,91.2,"rgba( 229 ,  37 ,  57 , 0.2)"
2015-09-01,Vodafone,Smart speed 6,132.2,"rgba( 229 ,  37 ,  57 , 0.2)"
2015-06-01,Vodafone,Smart ultra 6,154,"rgba( 229 ,  37 ,  57 , 0.2)"
2015-05-01,Vodafone,Tab Prime 6,244,"rgba( 229 ,  37 ,  57 , 0.2)"
2015-05-01,Vodafone,Smart prime 6,141.7,"rgba( 229 ,  37 ,  57 , 0.2)"
2015-05-01,Vodafone,Smart first 6,121.6,"rgba( 229 ,  37 ,  57 , 0.2)"
2014-10-01,Vodafone,Smart Tab 4G,209,"rgba( 229 ,  37 ,  57 , 0.2)"
2015-01-01,Vodafone,Smart 4 max,164,"rgba( 229 ,  37 ,  57 , 0.2)"
2014-10-01,Vodafone,Smart 4G,134,"rgba( 229 ,  37 ,  57 , 0.2)"
2014-04-01,Vodafone,Smart 4 turbo,134.5,"rgba( 229 ,  37 ,  57 , 0.2)"
2014-06-01,Vodafone,Smart 4 power,141,"rgba( 229 ,  37 ,  57 , 0.2)"
2014-05-01,Vodafone,Smart 4,134.7,"rgba( 229 ,  37 ,  57 , 0.2)"
2014-04-01,Vodafone,Smart 4 mini,121.6,"rgba( 229 ,  37 ,  57 , 0.2)"
2013-10-01,Vodafone,Smart Tab III 10.1,260,"rgba( 229 ,  37 ,  57 , 0.2)"
2013-10-01,Vodafone,Smart Tab III 7,194,"rgba( 229 ,  37 ,  57 , 0.2)"
2013-01-01,Vodafone,Chat 655,112,"rgba( 229 ,  37 ,  57 , 0.2)"
2013-06-01,Vodafone,Smart Mini,115,"rgba( 229 ,  37 ,  57 , 0.2)"
2013-01-01,Vodafone,Smart III 975,123.2,"rgba( 229 ,  37 ,  57 , 0.2)"
2012-11-01,Vodafone,Smart Tab II 10,259.8,"rgba( 229 ,  37 ,  57 , 0.2)"
2012-11-01,Vodafone,Smart Tab II 7,192,"rgba( 229 ,  37 ,  57 , 0.2)"
2012-06-01,Vodafone,V860 Smart II,109,"rgba( 229 ,  37 ,  57 , 0.2)"
2012-02-01,Vodafone,Smart Tab 7,194,"rgba( 229 ,  37 ,  57 , 0.2)"
2012-01-01,Vodafone,155,110,"rgba( 229 ,  37 ,  57 , 0.2)"
2011-07-01,Vodafone,555 Blue,110,"rgba( 229 ,  37 ,  57 , 0.2)"
2011-05-01,Vodafone,858 Smart,103.8,"rgba( 229 ,  37 ,  57 , 0.2)"
2010-09-01,Vodafone,945,109.1,"rgba( 229 ,  37 ,  57 , 0.2)"
2010-09-01,Vodafone,553,108,"rgba( 229 ,  37 ,  57 , 0.2)"
2010-04-01,Vodafone,845,99,"rgba( 229 ,  37 ,  57 , 0.2)"
2015-12-01,YU,Yutopia,146.6,"rgba( 183 ,  183 ,  183 , 0.2)"
2015-09-01,YU,Yunique,134.5,"rgba( 183 ,  183 ,  183 , 0.2)"
2015-07-01,YU,Yureka Plus,154.8,"rgba( 183 ,  183 ,  183 , 0.2)"
2015-05-01,YU,Yuphoria,142.4,"rgba( 183 ,  183 ,  183 , 0.2)"
2015-01-01,YU,Yureka,154.8,"rgba( 183 ,  183 ,  183 , 0.2)"
2013-03-01,Casio,G'zOne CA-201L,129.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-04-01,Casio,G'zOne Commando,129,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-11-01,Casio,G'zOne Ravine 2,109.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Casio,G'zOne Ravine,109.2,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-02-01,Casio,G'zOne Brigade,112.8,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Palm,Pre 2,100.7,"rgba( 238 ,  238 ,  247 , 0.2)"
2010-10-01,Palm,Pre 2 CDMA,100.7,"rgba( 238 ,  238 ,  247 , 0.2)"
2010-03-01,Palm,Pixi Plus,111,"rgba( 238 ,  238 ,  247 , 0.2)"
2010-03-01,Palm,Pre Plus,100.5,"rgba( 238 ,  238 ,  247 , 0.2)"
2009-10-01,Palm,Pixi,111,"rgba( 238 ,  238 ,  247 , 0.2)"
2009-02-01,Palm,Pre,100.5,"rgba( 238 ,  238 ,  247 , 0.2)"
2008-08-01,Palm,Treo Pro,114,"rgba( 238 ,  238 ,  247 , 0.2)"
2008-02-01,Palm,Centro,107.2,"rgba( 238 ,  238 ,  247 , 0.2)"
2007-09-01,Palm,Treo 500v,110,"rgba( 238 ,  238 ,  247 , 0.2)"
2007-02-01,Palm,Treo 750,111,"rgba( 238 ,  238 ,  247 , 0.2)"
2006-10-01,Palm,Treo 680,111.8,"rgba( 238 ,  238 ,  247 , 0.2)"
2006-09-01,Palm,Treo 750v,111,"rgba( 238 ,  238 ,  247 , 0.2)"
2004-10-01,Palm,Treo 650,113,"rgba( 238 ,  238 ,  247 , 0.2)"
2003-10-01,Palm,Treo 600,112,"rgba( 238 ,  238 ,  247 , 0.2)"
2004-10-01,HP,iPAQ h6310,119,"rgba( 34 ,  67 ,  143 , 0.2)"
2016-02-01,HP,Elite x3,161.8,"rgba( 34 ,  67 ,  143 , 0.2)"
2014-09-01,HP,Slate 17,418.1,"rgba( 34 ,  67 ,  143 , 0.2)"
2015-01-01,HP,Pro Slate 12,300.3,"rgba( 34 ,  67 ,  143 , 0.2)"
2015-01-01,HP,Pro Slate 10 EE G1,280,"rgba( 34 ,  67 ,  143 , 0.2)"
2015-01-01,HP,Pro Slate 8,207,"rgba( 34 ,  67 ,  143 , 0.2)"
2014-11-01,HP,Slate6 VoiceTab II,165.1,"rgba( 34 ,  67 ,  143 , 0.2)"
2014-01-01,HP,10 Plus,265,"rgba( 34 ,  67 ,  143 , 0.2)"
2014-10-01,HP,7 VoiceTab,192.1,"rgba( 34 ,  67 ,  143 , 0.2)"
2014-05-01,HP,7 Plus,192.5,"rgba( 34 ,  67 ,  143 , 0.2)"
2014-02-01,HP,8,200.3,"rgba( 34 ,  67 ,  143 , 0.2)"
2014-01-01,HP,Slate7 VoiceTab Ultra,183.5,"rgba( 34 ,  67 ,  143 , 0.2)"
2014-01-01,HP,Slate6 VoiceTab,165,"rgba( 34 ,  67 ,  143 , 0.2)"
2013-12-01,HP,Slate8 Pro,220,"rgba( 34 ,  67 ,  143 , 0.2)"
2013-12-01,HP,Slate10 HD,259,"rgba( 34 ,  67 ,  143 , 0.2)"
2013-12-01,HP,Slate7 Extreme,200,"rgba( 34 ,  67 ,  143 , 0.2)"
2013-12-01,HP,Slate7 Plus,194.7,"rgba( 34 ,  67 ,  143 , 0.2)"
2013-02-01,HP,Slate 7,197.1,"rgba( 34 ,  67 ,  143 , 0.2)"
2011-07-01,HP,TouchPad 4G,240,"rgba( 34 ,  67 ,  143 , 0.2)"
2011-05-01,HP,Veer 4G,84,"rgba( 34 ,  67 ,  143 , 0.2)"
2011-02-01,HP,Veer,84,"rgba( 34 ,  67 ,  143 , 0.2)"
2011-02-01,HP,Pre 3 CDMA,111,"rgba( 34 ,  67 ,  143 , 0.2)"
2011-02-01,HP,Pre 3,111,"rgba( 34 ,  67 ,  143 , 0.2)"
2011-02-01,HP,TouchPad,240,"rgba( 34 ,  67 ,  143 , 0.2)"
2009-11-01,HP,iPAQ Glisten,112.8,"rgba( 34 ,  67 ,  143 , 0.2)"
2008-10-01,HP,iPAQ Voice Messenger,114,"rgba( 34 ,  67 ,  143 , 0.2)"
2008-10-01,HP,iPAQ Data Messenger,114,"rgba( 34 ,  67 ,  143 , 0.2)"
2007-09-01,HP,iPAQ 910c,113,"rgba( 34 ,  67 ,  143 , 0.2)"
2007-09-01,HP,iPAQ 610c,117,"rgba( 34 ,  67 ,  143 , 0.2)"
2007-02-01,HP,iPAQ 514,107,"rgba( 34 ,  67 ,  143 , 0.2)"
2006-10-01,HP,iPAQ rw6815,102,"rgba( 34 ,  67 ,  143 , 0.2)"
2006-04-01,HP,iPAQ rw6828,102,"rgba( 34 ,  67 ,  143 , 0.2)"
2006-04-01,HP,iPAQ rw6818,102,"rgba( 34 ,  67 ,  143 , 0.2)"
2005-04-01,HP,iPAQ hw6515,118,"rgba( 34 ,  67 ,  143 , 0.2)"
2005-04-01,HP,iPAQ hw6510,118,"rgba( 34 ,  67 ,  143 , 0.2)"
2004-10-01,HP,iPAQ h6325,137.6,"rgba( 34 ,  67 ,  143 , 0.2)"
2004-10-01,HP,iPAQ h6320,137.6,"rgba( 34 ,  67 ,  143 , 0.2)"
2004-10-01,HP,iPAQ h6315,119,"rgba( 34 ,  67 ,  143 , 0.2)"
2009-10-01,BlackBerry,Storm2 9550,112.5,"rgba( 49 ,  108 ,  145 , 0.2)"
2009-11-01,BlackBerry,Curve 8530,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2009-07-01,BlackBerry,Curve 8520,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2009-07-01,BlackBerry,Tour 9630,112,"rgba( 49 ,  108 ,  145 , 0.2)"
2012-01-01,BlackBerry,Curve 8980,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2008-11-01,BlackBerry,Curve 8900,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2008-09-01,BlackBerry,Storm 9500,112.5,"rgba( 49 ,  108 ,  145 , 0.2)"
2008-09-01,BlackBerry,Storm 9530,112.5,"rgba( 49 ,  108 ,  145 , 0.2)"
2009-02-01,BlackBerry,Pearl Flip 8230,101,"rgba( 49 ,  108 ,  145 , 0.2)"
2008-09-01,BlackBerry,Pearl Flip 8220,101.1,"rgba( 49 ,  108 ,  145 , 0.2)"
2008-05-01,BlackBerry,Bold 9000,114,"rgba( 49 ,  108 ,  145 , 0.2)"
2007-10-01,BlackBerry,Pearl 8130,107,"rgba( 49 ,  108 ,  145 , 0.2)"
2008-01-01,BlackBerry,Pearl 8110,107,"rgba( 49 ,  108 ,  145 , 0.2)"
2007-10-01,BlackBerry,Pearl 8120,107,"rgba( 49 ,  108 ,  145 , 0.2)"
2007-09-01,BlackBerry,Curve 8330,106.6,"rgba( 49 ,  108 ,  145 , 0.2)"
2007-09-01,BlackBerry,Curve 8320,107,"rgba( 49 ,  108 ,  145 , 0.2)"
2007-08-01,BlackBerry,Curve 8310,107,"rgba( 49 ,  108 ,  145 , 0.2)"
2007-05-01,BlackBerry,Curve 8300,107,"rgba( 49 ,  108 ,  145 , 0.2)"
2007-07-01,BlackBerry,8820,114,"rgba( 49 ,  108 ,  145 , 0.2)"
2007-04-01,BlackBerry,8830 World Edition,114,"rgba( 49 ,  108 ,  145 , 0.2)"
2007-02-01,BlackBerry,8800,114,"rgba( 49 ,  108 ,  145 , 0.2)"
2006-09-01,BlackBerry,Pearl 8100,107,"rgba( 49 ,  108 ,  145 , 0.2)"
2006-06-01,BlackBerry,7130g,115,"rgba( 49 ,  108 ,  145 , 0.2)"
2006-06-01,BlackBerry,7130c,115,"rgba( 49 ,  108 ,  145 , 0.2)"
2006-06-01,BlackBerry,7130v,115,"rgba( 49 ,  108 ,  145 , 0.2)"
2006-05-01,BlackBerry,8707v,110,"rgba( 49 ,  108 ,  145 , 0.2)"
2004-10-01,BlackBerry,8700c,110,"rgba( 49 ,  108 ,  145 , 0.2)"
2005-01-01,BlackBerry,7100x,114,"rgba( 49 ,  108 ,  145 , 0.2)"
2004-10-01,BlackBerry,7100t,119,"rgba( 49 ,  108 ,  145 , 0.2)"
2004-10-01,BlackBerry,7100v,114,"rgba( 49 ,  108 ,  145 , 0.2)"
2004-10-01,BlackBerry,7290,113,"rgba( 49 ,  108 ,  145 , 0.2)"
2004-01-01,BlackBerry,7730,121,"rgba( 49 ,  108 ,  145 , 0.2)"
2003-07-01,BlackBerry,7230,113,"rgba( 49 ,  108 ,  145 , 0.2)"
2003-04-01,BlackBerry,6720,121,"rgba( 49 ,  108 ,  145 , 0.2)"
2015-10-01,BlackBerry,Priv,147,"rgba( 49 ,  108 ,  145 , 0.2)"
2015-03-01,BlackBerry,Leap,144,"rgba( 49 ,  108 ,  145 , 0.2)"
2015-02-01,BlackBerry,Classic Non Camera,131,"rgba( 49 ,  108 ,  145 , 0.2)"
2014-09-01,BlackBerry,Porsche Design P'9983,119,"rgba( 49 ,  108 ,  145 , 0.2)"
2014-06-01,BlackBerry,Passport,128,"rgba( 49 ,  108 ,  145 , 0.2)"
2014-06-01,BlackBerry,Classic,131,"rgba( 49 ,  108 ,  145 , 0.2)"
2014-02-01,BlackBerry,Z3,140,"rgba( 49 ,  108 ,  145 , 0.2)"
2013-11-01,BlackBerry,Porsche Design P'9982,131,"rgba( 49 ,  108 ,  145 , 0.2)"
2013-09-01,BlackBerry,Z30,140.7,"rgba( 49 ,  108 ,  145 , 0.2)"
2013-08-01,BlackBerry,9720,114,"rgba( 49 ,  108 ,  145 , 0.2)"
2013-05-01,BlackBerry,Q5,120,"rgba( 49 ,  108 ,  145 , 0.2)"
2013-01-01,BlackBerry,Z10,130,"rgba( 49 ,  108 ,  145 , 0.2)"
2013-01-01,BlackBerry,Q10,119.6,"rgba( 49 ,  108 ,  145 , 0.2)"
2012-08-01,BlackBerry,4G LTE PlayBook,194,"rgba( 49 ,  108 ,  145 , 0.2)"
2012-05-01,BlackBerry,Curve 9320,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2012-04-01,BlackBerry,Curve 9220,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-11-01,BlackBerry,Curve 9380,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-11-01,BlackBerry,Bold 9790,110,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-10-01,BlackBerry,Porsche Design P'9981,115,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-08-01,BlackBerry,Curve 9370,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-08-01,BlackBerry,Curve 9360,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-08-01,BlackBerry,Curve 9350,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-08-01,BlackBerry,Torch 9810,111,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-08-01,BlackBerry,Torch 9860,120,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-08-01,BlackBerry,Torch 9850,120,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-05-01,BlackBerry,Bold Touch 9900,115,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-05-01,BlackBerry,Bold Touch 9930,115,"rgba( 49 ,  108 ,  145 , 0.2)"
2011-02-01,BlackBerry,4G PlayBook HSPA+,194,"rgba( 49 ,  108 ,  145 , 0.2)"
2010-09-01,BlackBerry,PlayBook WiMax,194,"rgba( 49 ,  108 ,  145 , 0.2)"
2010-09-01,BlackBerry,PlayBook,194,"rgba( 49 ,  108 ,  145 , 0.2)"
2010-10-01,BlackBerry,Bold 9780,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2010-09-01,BlackBerry,Curve 3G 9330,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2010-08-01,BlackBerry,Curve 3G 9300,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2010-08-01,BlackBerry,Torch 9800,111,"rgba( 49 ,  108 ,  145 , 0.2)"
2010-04-01,BlackBerry,Pearl 3G 9105,108,"rgba( 49 ,  108 ,  145 , 0.2)"
2010-04-01,BlackBerry,Pearl 3G 9100,108,"rgba( 49 ,  108 ,  145 , 0.2)"
2010-04-01,BlackBerry,Bold 9650,112,"rgba( 49 ,  108 ,  145 , 0.2)"
2009-10-01,BlackBerry,Bold 9700,109,"rgba( 49 ,  108 ,  145 , 0.2)"
2009-10-01,BlackBerry,Storm2 9520,112.5,"rgba( 49 ,  108 ,  145 , 0.2)"
2015-04-01,Dell,Venue 10 7000,243.4,"rgba( 0 ,  117 ,  186 , 0.2)"
2014-10-01,Dell,Venue 8 7000,215.9,"rgba( 0 ,  117 ,  186 , 0.2)"
2013-10-01,Dell,Venue 8,212,"rgba( 0 ,  117 ,  186 , 0.2)"
2013-10-01,Dell,Venue 7 8 GB,193,"rgba( 0 ,  117 ,  186 , 0.2)"
2013-10-01,Dell,Venue 7,193,"rgba( 0 ,  117 ,  186 , 0.2)"
2012-10-01,Dell,XPS 10,274.7,"rgba( 0 ,  117 ,  186 , 0.2)"
2011-01-01,Dell,Streak 10 Pro,262.3,"rgba( 0 ,  117 ,  186 , 0.2)"
2011-12-01,Dell,Streak Pro D43,124.9,"rgba( 0 ,  117 ,  186 , 0.2)"
2011-02-01,Dell,Streak 7,200,"rgba( 0 ,  117 ,  186 , 0.2)"
2011-02-01,Dell,Streak 7 Wi-Fi,200,"rgba( 0 ,  117 ,  186 , 0.2)"
2010-12-01,Dell,Venue,121,"rgba( 0 ,  117 ,  186 , 0.2)"
2010-11-01,Dell,XCD35,114,"rgba( 0 ,  117 ,  186 , 0.2)"
2010-11-01,Dell,XCD28,102,"rgba( 0 ,  117 ,  186 , 0.2)"
2010-10-01,Dell,Venue Pro,122,"rgba( 0 ,  117 ,  186 , 0.2)"
2010-05-01,Dell,Streak,152.9,"rgba( 0 ,  117 ,  186 , 0.2)"
2010-03-01,Dell,Aero,122,"rgba( 0 ,  117 ,  186 , 0.2)"
2009-11-01,Dell,Mini 3i,122,"rgba( 0 ,  117 ,  186 , 0.2)"
2009-11-01,Dell,Mini 3iX,120,"rgba( 0 ,  117 ,  186 , 0.2)"
2015-10-01,Meizu,m1 metal,150.7,"rgba( 0 ,  0 ,  0 , 0.2)"
2015-09-01,Meizu,PRO 5,156.7,"rgba( 0 ,  0 ,  0 , 0.2)"
2015-07-01,Meizu,m2,140.1,"rgba( 0 ,  0 ,  0 , 0.2)"
2015-06-01,Meizu,MX5,149.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2015-06-01,Meizu,m2 note,150.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2015-01-01,Meizu,m1,140.2,"rgba( 0 ,  0 ,  0 , 0.2)"
2014-12-01,Meizu,m1 note,150.7,"rgba( 0 ,  0 ,  0 , 0.2)"
2014-10-01,Meizu,MX4 Pro,150.1,"rgba( 0 ,  0 ,  0 , 0.2)"
2014-09-01,Meizu,MX4,144,"rgba( 0 ,  0 ,  0 , 0.2)"
2013-09-01,Meizu,MX3,139,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-11-01,Meizu,MX2,124.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-04-01,Meizu,MX 4-core,121.3,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-12-01,Meizu,MX,121.3,"rgba( 0 ,  0 ,  0 , 0.2)"
2004-07-01,BenQ,S680C,81,"rgba( 94 ,  40 ,  124 , 0.2)"
2004-01-01,BenQ,P50,122,"rgba( 94 ,  40 ,  124 , 0.2)"
2004-01-01,BenQ,P30,118,"rgba( 94 ,  40 ,  124 , 0.2)"
2004-01-01,BenQ,S700,82,"rgba( 94 ,  40 ,  124 , 0.2)"
2004-01-01,BenQ,M300,102,"rgba( 94 ,  40 ,  124 , 0.2)"
2004-01-01,BenQ,M100,102,"rgba( 94 ,  40 ,  124 , 0.2)"
2004-01-01,BenQ,S670C,81,"rgba( 94 ,  40 ,  124 , 0.2)"
2004-01-01,BenQ,S660C,81,"rgba( 94 ,  40 ,  124 , 0.2)"
